[2025-02-12_11-29-04-497] Confidence: 0.90 | Text: hello | Audio: audio_logs/speech_2025-02-12_11-29-04-497.wav
[2025-02-12_12-37-23-231] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-37-23-231.wav
[2025-02-12_12-37-28-287] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-37-28-287.wav
[2025-02-12_12-37-33-342] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-37-33-342.wav
[2025-02-12_12-37-38-398] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-37-38-398.wav
[2025-02-12_12-37-43-455] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-37-43-455.wav
[2025-02-12_12-37-48-511] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-37-48-511.wav
[2025-02-12_12-37-53-567] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-37-53-567.wav
[2025-02-12_12-37-58-623] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-37-58-623.wav
[2025-02-12_12-38-03-679] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-38-03-679.wav
[2025-02-12_12-38-08-735] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-38-08-735.wav
[2025-02-12_12-38-13-791] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-38-13-791.wav
[2025-02-12_12-38-18-847] Confidence: 0.90 | Text: Jackie Chan | Audio: audio_logs/speech_2025-02-12_12-38-18-847.wav
[2025-02-12_12-38-23-903] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-38-23-903.wav
[2025-02-12_12-38-28-959] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-38-28-959.wav
[2025-02-12_12-38-34-015] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-38-34-015.wav
[2025-02-12_12-38-39-072] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-38-39-072.wav
[2025-02-12_12-38-44-127] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-38-44-127.wav
[2025-02-12_12-38-49-183] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-38-49-183.wav
[2025-02-12_12-38-54-240] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-38-54-240.wav
[2025-02-12_12-38-59-296] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-38-59-296.wav
[2025-02-12_12-39-04-351] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-39-04-351.wav
[2025-02-12_12-39-09-408] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-39-09-408.wav
[2025-02-12_12-39-14-464] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-39-14-464.wav
[2025-02-12_12-39-19-520] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-39-19-520.wav
[2025-02-12_12-39-24-576] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-39-24-576.wav
[2025-02-12_12-39-29-633] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-39-29-633.wav
[2025-02-12_12-39-34-688] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-39-34-688.wav
[2025-02-12_12-39-39-744] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-39-39-744.wav
[2025-02-12_12-39-44-800] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-39-44-800.wav
[2025-02-12_12-39-49-856] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-39-49-856.wav
[2025-02-12_12-39-54-912] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-39-54-912.wav
[2025-02-12_12-39-59-968] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-39-59-968.wav
[2025-02-12_12-40-05-024] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-40-05-024.wav
[2025-02-12_12-40-10-081] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-40-10-081.wav
[2025-02-12_12-40-15-137] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-40-15-137.wav
[2025-02-12_12-40-20-193] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-40-20-193.wav
[2025-02-12_12-40-25-249] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-40-25-249.wav
[2025-02-12_12-40-30-305] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-40-30-305.wav
[2025-02-12_12-40-35-361] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-40-35-361.wav
[2025-02-12_12-40-40-417] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-40-40-417.wav
[2025-02-12_12-40-45-473] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-40-45-473.wav
[2025-02-12_12-40-50-528] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-40-50-528.wav
[2025-02-12_12-40-55-585] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-40-55-585.wav
[2025-02-12_12-41-00-641] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-41-00-641.wav
[2025-02-12_12-41-05-697] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-41-05-697.wav
[2025-02-12_12-41-10-753] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-41-10-753.wav
[2025-02-12_12-41-15-809] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-41-15-809.wav
[2025-02-12_12-41-20-865] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-41-20-865.wav
[2025-02-12_12-41-25-922] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-41-25-922.wav
[2025-02-12_12-41-30-978] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-41-30-978.wav
[2025-02-12_12-41-36-034] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-41-36-034.wav
[2025-02-12_12-41-41-090] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-41-41-090.wav
[2025-02-12_12-41-46-146] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-41-46-146.wav
[2025-02-12_12-41-51-202] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-41-51-202.wav
[2025-02-12_12-41-56-258] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-41-56-258.wav
[2025-02-12_12-42-01-314] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-42-01-314.wav
[2025-02-12_12-42-06-371] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-42-06-371.wav
[2025-02-12_12-42-11-427] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-42-11-427.wav
[2025-02-12_12-42-16-483] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-42-16-483.wav
[2025-02-12_12-42-21-539] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-42-21-539.wav
[2025-02-12_12-42-26-595] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-42-26-595.wav
[2025-02-12_12-42-31-651] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-42-31-651.wav
[2025-02-12_12-42-36-707] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-42-36-707.wav
[2025-02-12_12-42-41-764] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-42-41-764.wav
[2025-02-12_12-42-46-820] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-42-46-820.wav
[2025-02-12_12-42-51-876] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-42-51-876.wav
[2025-02-12_12-42-56-932] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-42-56-932.wav
[2025-02-12_12-43-01-988] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-43-01-988.wav
[2025-02-12_12-43-07-044] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-43-07-044.wav
[2025-02-12_12-43-12-100] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-43-12-100.wav
[2025-02-12_12-43-17-156] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-43-17-156.wav
[2025-02-12_12-43-22-212] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-43-22-212.wav
[2025-02-12_12-43-27-269] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-43-27-269.wav
[2025-02-12_12-43-32-325] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-43-32-325.wav
[2025-02-12_12-43-37-381] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-43-37-381.wav
[2025-02-12_12-43-42-437] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-43-42-437.wav
[2025-02-12_12-43-47-493] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-43-47-493.wav
[2025-02-12_12-43-52-549] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-43-52-549.wav
[2025-02-12_12-43-57-605] Confidence: 0.90 | Text: 25 minutes | Audio: audio_logs/speech_2025-02-12_12-43-57-605.wav
[2025-02-12_12-44-02-662] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-44-02-662.wav
[2025-02-12_12-44-07-718] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-44-07-718.wav
[2025-02-12_12-44-12-773] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-44-12-773.wav
[2025-02-12_12-44-17-830] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-44-17-830.wav
[2025-02-12_12-44-22-886] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-44-22-886.wav
[2025-02-12_12-44-27-942] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-44-27-942.wav
[2025-02-12_12-44-32-998] Confidence: 0.90 | Text: suck yourself | Audio: audio_logs/speech_2025-02-12_12-44-32-998.wav
[2025-02-12_12-44-38-054] Confidence: 0.90 | Text: twice in bikini | Audio: audio_logs/speech_2025-02-12_12-44-38-054.wav
[2025-02-12_12-44-43-111] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-44-43-111.wav
[2025-02-12_12-44-48-167] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-44-48-167.wav
[2025-02-12_12-44-53-223] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-44-53-223.wav
[2025-02-12_12-44-58-279] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-44-58-279.wav
[2025-02-12_12-45-03-335] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-45-03-335.wav
[2025-02-12_12-45-08-391] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-45-08-391.wav
[2025-02-12_12-45-13-447] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-45-13-447.wav
[2025-02-12_12-45-18-503] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-45-18-503.wav
[2025-02-12_12-45-23-559] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-45-23-559.wav
[2025-02-12_12-45-28-615] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-45-28-615.wav
[2025-02-12_12-45-33-672] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-45-33-672.wav
[2025-02-12_12-45-38-728] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-45-38-728.wav
[2025-02-12_12-45-43-784] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-45-43-784.wav
[2025-02-12_12-45-48-840] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-45-48-840.wav
[2025-02-12_12-45-53-896] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-45-53-896.wav
[2025-02-12_12-45-58-952] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-45-58-952.wav
[2025-02-12_12-46-04-008] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-46-04-008.wav
[2025-02-12_12-46-09-064] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-46-09-064.wav
[2025-02-12_12-46-14-121] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-46-14-121.wav
[2025-02-12_12-46-19-177] Confidence: 0.90 | Text: hey Alexa my name is Austin | Audio: audio_logs/speech_2025-02-12_12-46-19-177.wav
[2025-02-12_12-46-24-233] Confidence: 0.90 | Text: call Kelly Clarkson wonder if you have an item in stock | Audio: audio_logs/speech_2025-02-12_12-46-24-233.wav
[2025-02-12_12-46-29-289] Confidence: 0.90 | Text: I'm looking for the bell ringer | Audio: audio_logs/speech_2025-02-12_12-46-29-289.wav
[2025-02-12_12-46-34-345] Confidence: 0.90 | Text: volume 8000 measurement condenser microphone | Audio: audio_logs/speech_2025-02-12_12-46-34-345.wav
[2025-02-12_12-46-39-401] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-46-39-401.wav
[2025-02-12_12-46-44-457] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-46-44-457.wav
[2025-02-12_12-46-49-513] Confidence: 0.90 | Text: so I see on the website | Audio: audio_logs/speech_2025-02-12_12-46-49-513.wav
[2025-02-12_12-46-54-569] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-46-54-569.wav
[2025-02-12_12-46-59-625] Confidence: 0.90 | Text: the question is is there any way I can only add | Audio: audio_logs/speech_2025-02-12_12-46-59-625.wav
[2025-02-12_12-47-04-682] Confidence: 0.90 | Text: anything that I could use to hold that microphone | Audio: audio_logs/speech_2025-02-12_12-47-04-682.wav
[2025-02-12_12-47-09-737] Confidence: 0.90 | Text: Target USB port on a computer | Audio: audio_logs/speech_2025-02-12_12-47-09-737.wav
[2025-02-12_12-47-14-793] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-47-14-793.wav
[2025-02-12_12-47-19-850] Confidence: 0.90 | Text: yeah I've never I've never done any kind of sound engine | Audio: audio_logs/speech_2025-02-12_12-47-19-850.wav
[2025-02-12_12-47-24-906] Confidence: 0.90 | Text: time before | Audio: audio_logs/speech_2025-02-12_12-47-24-906.wav
[2025-02-12_12-47-29-962] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-47-29-962.wav
[2025-02-12_12-47-35-019] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-47-35-019.wav
[2025-02-12_12-47-40-074] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-47-40-074.wav
[2025-02-12_12-47-45-130] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-47-45-130.wav
[2025-02-12_12-47-50-186] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-47-50-186.wav
[2025-02-12_12-47-55-242] Confidence: 0.90 | Text: nevermind I'm looking for information | Audio: audio_logs/speech_2025-02-12_12-47-55-242.wav
[2025-02-12_12-48-00-299] Confidence: 0.90 | Text: the the BBH ringer e | Audio: audio_logs/speech_2025-02-12_12-48-00-299.wav
[2025-02-12_12-48-05-355] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-48-05-355.wav
[2025-02-12_12-48-10-411] Confidence: 0.90 | Text: I also do you guys have another location | Audio: audio_logs/speech_2025-02-12_12-48-10-411.wav
[2025-02-12_12-48-15-467] Confidence: 0.90 | Text: close to Indianapolis or sport rain the closest location to | Audio: audio_logs/speech_2025-02-12_12-48-15-467.wav
[2025-02-12_12-48-20-522] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-48-20-522.wav
[2025-02-12_12-48-25-579] Confidence: 0.90 | Text: oh okay | Audio: audio_logs/speech_2025-02-12_12-48-25-579.wav
[2025-02-12_12-48-30-635] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-48-30-635.wav
[2025-02-12_12-48-35-691] Confidence: 0.90 | Text: the ECM the ECM 8000 measurement | Audio: audio_logs/speech_2025-02-12_12-48-35-691.wav
[2025-02-12_12-48-40-747] Confidence: 0.90 | Text: play bless your microphone | Audio: audio_logs/speech_2025-02-12_12-48-40-747.wav
[2025-02-12_12-48-45-804] Confidence: 0.90 | Text: so I see | Audio: audio_logs/speech_2025-02-12_12-48-45-804.wav
[2025-02-12_12-48-50-859] Confidence: 0.90 | Text: 440 right | Audio: audio_logs/speech_2025-02-12_12-48-50-859.wav
[2025-02-12_12-48-55-916] Confidence: 0.90 | Text: on the website that it it handles | Audio: audio_logs/speech_2025-02-12_12-48-55-916.wav
[2025-02-12_12-49-00-972] Confidence: 0.90 | Text: previously response from 15 minutes to 20000 Hertz | Audio: audio_logs/speech_2025-02-12_12-49-00-972.wav
[2025-02-12_12-49-06-028] Confidence: 0.90 | Text: is there any similar | Audio: audio_logs/speech_2025-02-12_12-49-06-028.wav
[2025-02-12_12-49-11-084] Confidence: 0.90 | Text: microphone you have that would measure below | Audio: audio_logs/speech_2025-02-12_12-49-11-084.wav
[2025-02-12_12-49-16-140] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-49-16-140.wav
[2025-02-12_12-49-21-196] Confidence: 0.90 | Text: external | Audio: audio_logs/speech_2025-02-12_12-49-21-196.wav
[2025-02-12_12-49-26-252] Confidence: 0.90 | Text: but basically I'm | Audio: audio_logs/speech_2025-02-12_12-49-26-252.wav
[2025-02-12_12-49-31-308] Confidence: 0.90 | Text: and ever since I started a business a couple of years ago | Audio: audio_logs/speech_2025-02-12_12-49-31-308.wav
[2025-02-12_12-49-36-365] Confidence: 0.90 | Text: I've been dealing with some bad people on Facebook | Audio: audio_logs/speech_2025-02-12_12-49-36-365.wav
[2025-02-12_12-49-41-421] Confidence: 0.90 | Text: what's the weather in my computer and harassing me some of your | Audio: audio_logs/speech_2025-02-12_12-49-41-421.wav
[2025-02-12_12-49-46-476] Confidence: 0.90 | Text: things like that and anyway I have a fireplace report because of it | Audio: audio_logs/speech_2025-02-12_12-49-46-476.wav
[2025-02-12_12-49-51-533] Confidence: 0.90 | Text: recently they've been using | Audio: audio_logs/speech_2025-02-12_12-49-51-533.wav
[2025-02-12_12-49-56-589] Confidence: 0.90 | Text: Child Services they've been using some sort of like | Audio: audio_logs/speech_2025-02-12_12-49-56-589.wav
[2025-02-12_12-50-01-645] Confidence: 0.90 | Text: speaker or something like that and appointment at towards my | Audio: audio_logs/speech_2025-02-12_12-50-01-645.wav
[2025-02-12_12-50-06-700] Confidence: 0.90 | Text: Pandora and I'm trying to get some sleep and | Audio: audio_logs/speech_2025-02-12_12-50-06-700.wav
[2025-02-12_12-50-11-757] Confidence: 0.90 | Text: 75800 voice activated | Audio: audio_logs/speech_2025-02-12_12-50-11-757.wav
[2025-02-12_12-50-16-813] Confidence: 0.90 | Text: and it actually picked up one of these people | Audio: audio_logs/speech_2025-02-12_12-50-16-813.wav
[2025-02-12_12-50-21-869] Confidence: 0.90 | Text: Federation of low frequency range and it's | Audio: audio_logs/speech_2025-02-12_12-50-21-869.wav
[2025-02-12_12-50-26-925] Confidence: 0.90 | Text: play an audio engineering to enhance the audio just to make sure I | Audio: audio_logs/speech_2025-02-12_12-50-26-925.wav
[2025-02-12_12-50-31-981] Confidence: 0.90 | Text: I didn't hear what they were saying on there and | Audio: audio_logs/speech_2025-02-12_12-50-31-981.wav
[2025-02-12_12-50-37-038] Confidence: 0.90 | Text: stop playing in the it's a mix of | Audio: audio_logs/speech_2025-02-12_12-50-37-038.wav
[2025-02-12_12-50-42-094] Confidence: 0.90 | Text: Savannah 1000 hurts but then some of what they're saying | Audio: audio_logs/speech_2025-02-12_12-50-42-094.wav
[2025-02-12_12-50-47-150] Confidence: 0.90 | Text: is MD 0 1 2 | Audio: audio_logs/speech_2025-02-12_12-50-47-150.wav
[2025-02-12_12-50-52-206] Confidence: 0.90 | Text: going to cover video | Audio: audio_logs/speech_2025-02-12_12-50-52-206.wav
[2025-02-12_12-50-57-263] Confidence: 0.90 | Text: profound measurement of the | Audio: audio_logs/speech_2025-02-12_12-50-57-263.wav
[2025-02-12_12-51-02-317] Confidence: 0.90 | Text: play some 0.5 Hertz to 20 HZ | Audio: audio_logs/speech_2025-02-12_12-51-02-317.wav
[2025-02-12_12-51-07-374] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-51-07-374.wav
[2025-02-12_12-51-12-430] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-51-12-430.wav
[2025-02-12_12-51-17-486] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-51-17-486.wav
[2025-02-12_12-51-22-543] Confidence: 0.90 | Text: call | Audio: audio_logs/speech_2025-02-12_12-51-22-543.wav
[2025-02-12_12-51-27-598] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-51-27-598.wav
[2025-02-12_12-51-32-654] Confidence: 0.90 | Text: will this condenser microphone | Audio: audio_logs/speech_2025-02-12_12-51-32-654.wav
[2025-02-12_12-51-37-710] Confidence: 0.90 | Text: Mike what is pick up someone talking now like if I | Audio: audio_logs/speech_2025-02-12_12-51-37-710.wav
[2025-02-12_12-51-42-767] Confidence: 0.90 | Text: if I had music playing when it when it came out like what | Audio: audio_logs/speech_2025-02-12_12-51-42-767.wav
[2025-02-12_12-51-47-822] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-51-47-822.wav
[2025-02-12_12-51-52-879] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-51-52-879.wav
[2025-02-12_12-51-57-935] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-51-57-935.wav
[2025-02-12_12-52-02-991] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-52-02-991.wav
[2025-02-12_12-52-08-047] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-52-08-047.wav
[2025-02-12_12-52-13-103] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-52-13-103.wav
[2025-02-12_12-52-18-159] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-52-18-159.wav
[2025-02-12_12-52-23-215] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-52-23-215.wav
[2025-02-12_12-52-28-271] Confidence: 0.90 | Text: 41 minutes from now | Audio: audio_logs/speech_2025-02-12_12-52-28-271.wav
[2025-02-12_12-52-33-327] Confidence: 0.90 | Text: so it doesn't record any audio at all | Audio: audio_logs/speech_2025-02-12_12-52-33-327.wav
[2025-02-12_12-52-38-384] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-52-38-384.wav
[2025-02-12_12-52-43-440] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-52-43-440.wav
[2025-02-12_12-52-48-496] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-52-48-496.wav
[2025-02-12_12-52-53-552] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-52-53-552.wav
[2025-02-12_12-52-58-608] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-52-58-608.wav
[2025-02-12_12-53-03-663] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-53-03-663.wav
[2025-02-12_12-53-08-720] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-53-08-720.wav
[2025-02-12_12-53-13-776] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-53-13-776.wav
[2025-02-12_12-53-18-832] Confidence: 0.90 | Text: where is | Audio: audio_logs/speech_2025-02-12_12-53-18-832.wav
[2025-02-12_12-53-23-888] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-53-23-888.wav
