[2025-02-12_13-20-12-028] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-20-12-028.wav
[2025-02-12_13-37-01-413] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-37-01-413.wav
[2025-02-12_13-37-06-469] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-37-06-469.wav
[2025-02-12_13-37-11-525] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-37-11-525.wav
[2025-02-12_13-37-16-581] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-37-16-581.wav
[2025-02-12_13-37-21-638] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-37-21-638.wav
[2025-02-12_13-37-26-694] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-37-26-694.wav
[2025-02-12_13-37-31-750] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-37-31-750.wav
[2025-02-12_13-37-36-806] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-37-36-806.wav
[2025-02-12_13-37-41-862] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-37-41-862.wav
[2025-02-12_13-37-46-918] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-37-46-918.wav
[2025-02-12_13-37-51-974] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-37-51-974.wav
[2025-02-12_13-37-57-030] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-37-57-030.wav
[2025-02-12_13-38-02-086] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-38-02-086.wav
[2025-02-12_13-38-07-142] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-38-07-142.wav
[2025-02-12_13-38-12-199] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-38-12-199.wav
[2025-02-12_13-38-17-255] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-38-17-255.wav
[2025-02-12_13-38-22-311] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-38-22-311.wav
[2025-02-12_13-38-27-366] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-38-27-366.wav
[2025-02-12_13-38-32-423] Confidence: 0.90 | Text: what's | Audio: audio_logs/speech_2025-02-12_13-38-32-423.wav
[2025-02-12_13-38-37-479] Confidence: 0.90 | Text: next one | Audio: audio_logs/speech_2025-02-12_13-38-37-479.wav
[2025-02-12_13-38-42-535] Confidence: 0.90 | Text: it's a Gold Line missing World Cup schedule | Audio: audio_logs/speech_2025-02-12_13-38-42-535.wav
[2025-02-12_13-38-47-591] Confidence: 0.90 | Text: that ain't it cheap | Audio: audio_logs/speech_2025-02-12_13-38-47-591.wav
[2025-02-12_13-38-52-647] Confidence: 0.90 | Text: my calendar is jealous of the time traveling abilities of my alarm | Audio: audio_logs/speech_2025-02-12_13-38-52-647.wav
[2025-02-12_13-38-57-703] Confidence: 0.90 | Text: Imagine by King of soul music | Audio: audio_logs/speech_2025-02-12_13-38-57-703.wav
[2025-02-12_13-39-02-760] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-39-02-760.wav
[2025-02-12_13-39-07-816] Confidence: 0.90 | Text: chicken drink chicken | Audio: audio_logs/speech_2025-02-12_13-39-07-816.wav
[2025-02-12_13-39-12-872] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-39-12-872.wav
[2025-02-12_13-39-17-928] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-39-17-928.wav
[2025-02-12_13-39-22-984] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-39-22-984.wav
[2025-02-12_13-39-28-040] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-39-28-040.wav
[2025-02-12_13-39-33-096] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-39-33-096.wav
[2025-02-12_13-39-38-152] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-39-38-152.wav
[2025-02-12_13-39-43-208] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-39-43-208.wav
[2025-02-12_13-39-48-264] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-39-48-264.wav
[2025-02-12_13-39-53-320] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-39-53-320.wav
[2025-02-12_13-39-58-377] Confidence: 0.90 | Text: Anna yeah | Audio: audio_logs/speech_2025-02-12_13-39-58-377.wav
[2025-02-12_13-40-03-433] Confidence: 0.90 | Text: I was applying for rental assistance and I needed your address but | Audio: audio_logs/speech_2025-02-12_13-40-03-433.wav
[2025-02-12_14-13-46-507] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-13-46-507.wav
[2025-02-12_14-13-51-563] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-13-51-563.wav
[2025-02-12_14-13-56-619] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-13-56-619.wav
[2025-02-12_14-14-01-676] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-14-01-676.wav
[2025-02-12_14-14-06-732] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-14-06-732.wav
[2025-02-12_14-14-11-788] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-14-11-788.wav
[2025-02-12_14-14-16-845] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-14-16-845.wav
[2025-02-12_14-14-21-901] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-14-21-901.wav
[2025-02-12_14-14-26-957] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-14-26-957.wav
[2025-02-12_14-14-32-013] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-14-32-013.wav
[2025-02-12_14-14-37-069] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-14-37-069.wav
[2025-02-12_14-14-42-125] Confidence: 0.90 | Text: hello | Audio: audio_logs/speech_2025-02-12_14-14-42-125.wav
[2025-02-12_14-14-47-181] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-14-47-181.wav
[2025-02-12_14-14-52-237] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-14-52-237.wav
[2025-02-12_14-14-57-293] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-14-57-293.wav
[2025-02-12_14-15-02-349] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-15-02-349.wav
[2025-02-12_14-15-07-405] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-15-07-405.wav
[2025-02-12_14-15-12-461] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-15-12-461.wav
[2025-02-12_14-15-17-518] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-15-17-518.wav
[2025-02-12_14-15-22-574] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-15-22-574.wav
[2025-02-12_14-15-27-630] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-15-27-630.wav
[2025-02-12_14-15-32-686] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-15-32-686.wav
[2025-02-12_14-15-37-742] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-15-37-742.wav
[2025-02-12_14-15-42-798] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-15-42-798.wav
[2025-02-12_14-15-47-854] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-15-47-854.wav
[2025-02-12_14-15-52-910] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-15-52-910.wav
[2025-02-12_14-15-57-966] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-15-57-966.wav
[2025-02-12_14-16-03-022] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-16-03-022.wav
[2025-02-12_14-16-08-078] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-16-08-078.wav
[2025-02-12_14-16-13-134] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-16-13-134.wav
[2025-02-12_14-16-18-191] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-16-18-191.wav
[2025-02-12_14-16-23-247] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-16-23-247.wav
[2025-02-12_14-16-28-303] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-16-28-303.wav
[2025-02-12_14-16-33-359] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-16-33-359.wav
[2025-02-12_14-16-38-415] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-16-38-415.wav
[2025-02-12_14-16-43-471] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-16-43-471.wav
[2025-02-12_14-16-48-527] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-16-48-527.wav
[2025-02-12_14-16-53-583] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-16-53-583.wav
[2025-02-12_14-16-58-639] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-16-58-639.wav
[2025-02-12_14-17-03-695] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-17-03-695.wav
[2025-02-12_14-17-08-751] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-17-08-751.wav
[2025-02-12_14-17-13-808] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-17-13-808.wav
[2025-02-12_14-17-18-864] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-17-18-864.wav
[2025-02-12_14-17-23-920] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-17-23-920.wav
[2025-02-12_14-17-28-976] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-17-28-976.wav
[2025-02-12_14-17-34-032] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-17-34-032.wav
[2025-02-12_14-17-39-088] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-17-39-088.wav
[2025-02-12_14-17-44-144] Confidence: 0.90 | Text: hello | Audio: audio_logs/speech_2025-02-12_14-17-44-144.wav
[2025-02-12_14-17-49-200] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-17-49-200.wav
[2025-02-12_14-17-54-256] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-17-54-256.wav
[2025-02-12_14-17-59-312] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-17-59-312.wav
[2025-02-12_14-18-04-369] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-18-04-369.wav
[2025-02-12_14-18-09-424] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-18-09-424.wav
[2025-02-12_14-18-14-481] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-18-14-481.wav
[2025-02-12_14-18-19-537] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-18-19-537.wav
[2025-02-12_14-18-24-593] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-18-24-593.wav
[2025-02-12_14-18-29-649] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-18-29-649.wav
[2025-02-12_14-18-34-705] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-18-34-705.wav
[2025-02-12_14-18-39-761] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-18-39-761.wav
[2025-02-12_14-18-44-817] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-18-44-817.wav
[2025-02-12_14-18-49-873] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-18-49-873.wav
[2025-02-12_14-18-54-929] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-18-54-929.wav
[2025-02-12_14-18-59-985] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-18-59-985.wav
[2025-02-12_14-19-05-041] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-19-05-041.wav
[2025-02-12_14-19-10-098] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-19-10-098.wav
[2025-02-12_14-19-15-154] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-19-15-154.wav
[2025-02-12_14-19-20-210] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-19-20-210.wav
[2025-02-12_14-19-25-266] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-19-25-266.wav
[2025-02-12_14-19-30-322] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-19-30-322.wav
[2025-02-12_14-19-35-378] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-19-35-378.wav
[2025-02-12_14-19-40-434] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-19-40-434.wav
[2025-02-12_14-19-45-490] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-19-45-490.wav
[2025-02-12_14-19-50-546] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-19-50-546.wav
[2025-02-12_14-19-55-602] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-19-55-602.wav
[2025-02-12_14-20-00-658] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-20-00-658.wav
[2025-02-12_14-20-05-714] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-20-05-714.wav
[2025-02-12_14-20-10-771] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-20-10-771.wav
[2025-02-12_14-20-15-827] Confidence: 0.90 | Text: hello can you hear me | Audio: audio_logs/speech_2025-02-12_14-20-15-827.wav
[2025-02-12_14-20-20-882] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-20-20-882.wav
[2025-02-12_14-20-26-067] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-20-26-067.wav
[2025-02-12_14-20-31-123] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-20-31-123.wav
[2025-02-12_14-20-36-179] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-20-36-179.wav
[2025-02-12_14-20-41-235] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-20-41-235.wav
[2025-02-12_14-20-46-291] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-20-46-291.wav
[2025-02-12_14-20-51-347] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-20-51-347.wav
[2025-02-12_14-20-56-403] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-20-56-403.wav
[2025-02-12_14-21-01-459] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-21-01-459.wav
[2025-02-12_14-21-06-515] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-21-06-515.wav
[2025-02-12_14-21-11-572] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-21-11-572.wav
[2025-02-12_14-21-16-628] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-21-16-628.wav
[2025-02-12_14-21-21-684] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-21-21-684.wav
[2025-02-12_14-21-26-740] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-21-26-740.wav
[2025-02-12_14-21-31-796] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-21-31-796.wav
[2025-02-12_14-21-36-852] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-21-36-852.wav
[2025-02-12_14-21-41-908] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-21-41-908.wav
[2025-02-12_14-21-46-964] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-21-46-964.wav
[2025-02-12_14-21-52-020] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-21-52-020.wav
[2025-02-12_14-21-57-076] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-21-57-076.wav
[2025-02-12_14-22-02-132] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-22-02-132.wav
[2025-02-12_14-22-07-188] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-22-07-188.wav
[2025-02-12_14-22-12-245] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-22-12-245.wav
[2025-02-12_14-22-17-301] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-22-17-301.wav
[2025-02-12_14-22-22-357] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-22-22-357.wav
[2025-02-12_14-22-27-413] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-22-27-413.wav
[2025-02-12_14-22-32-469] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-22-32-469.wav
[2025-02-12_14-22-37-525] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-22-37-525.wav
[2025-02-12_14-22-42-581] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-22-42-581.wav
[2025-02-12_14-22-47-637] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-22-47-637.wav
[2025-02-12_14-22-52-693] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-22-52-693.wav
[2025-02-12_14-22-57-749] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-22-57-749.wav
[2025-02-12_14-23-02-805] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-23-02-805.wav
[2025-02-12_14-23-07-861] Confidence: 0.90 | Text: hello can you hear me | Audio: audio_logs/speech_2025-02-12_14-23-07-861.wav
[2025-02-12_14-23-12-918] Confidence: 0.90 | Text: can you hear me | Audio: audio_logs/speech_2025-02-12_14-23-12-918.wav
[2025-02-12_14-23-17-974] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-23-17-974.wav
[2025-02-12_14-23-23-030] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-23-23-030.wav
[2025-02-12_14-23-28-086] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-23-28-086.wav
[2025-02-12_14-23-33-142] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-23-33-142.wav
[2025-02-12_14-23-38-198] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-23-38-198.wav
[2025-02-12_14-23-43-254] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-23-43-254.wav
[2025-02-12_14-23-48-310] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-23-48-310.wav
[2025-02-12_14-23-53-366] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-23-53-366.wav
[2025-02-12_14-23-58-423] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-23-58-423.wav
[2025-02-12_14-24-03-479] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-24-03-479.wav
[2025-02-12_14-24-08-535] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-24-08-535.wav
[2025-02-12_14-24-13-591] Confidence: 0.90 | Text: hello can you hear me | Audio: audio_logs/speech_2025-02-12_14-24-13-591.wav
