[2025-02-13_09-26-29-299] Confidence: 0.90 | Text: hello | Audio: audio_logs1/speech_2025-02-13_09-26-29-299.wav | Frequencies: [np.float64(0.7956456483607892), np.float64(45.93045333719101), np.float64(18.589175602611167), np.float64(34.86374568271822), np.float64(6.29283376430806), np.float64(70.37847416864072), np.float64(197.681777906367), np.float64(180.6838936004774), np.float64(92.72888374532107), np.float64(49.54702446610369)] | Type: Normal Sound Range
[2025-02-13_10-12-06-566] Confidence: 0.90 | Text: what does Stephanie Bothell do hahaha | Audio: audio_logs1/speech_2025-02-13_10-12-06-566.wav | Frequencies: [np.float64(0.650982803204282), np.float64(45.71345906945625), np.float64(41.37357371476104), np.float64(32.62147158279236), np.float64(69.7998227880147), np.float64(90.12495253250394), np.float64(49.90868157899496), np.float64(36.382705556861545), np.float64(283.6838393519105), np.float64(161.73306088497498)] | Type: Normal Sound Range
[2025-02-13_10-12-11-579] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-12-11-579.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(18.444512757454657), np.float64(4.195222509538707), np.float64(24.086363718558438), np.float64(43.97750492757817), np.float64(8.1011193287644), np.float64(33.634111498887904), np.float64(48.7513788177429), np.float64(68.57018860418438), np.float64(52.8019384821251)] | Type: Normal Sound Range
[2025-02-13_10-44-27-361] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-44-27-361.wav | Frequencies: [np.float64(0.2169942677347607), np.float64(19.023164138080688), np.float64(43.54351639210864), np.float64(4.339885354695213), np.float64(32.838465850527115), np.float64(24.52035225402796), np.float64(38.046328276161375), np.float64(12.657998951194374), np.float64(29.22189472161444), np.float64(8.969096399703442)] | Type: Normal Sound Range
[2025-02-13_10-44-32-373] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-44-32-373.wav | Frequencies: [np.float64(0.9403084935172963), np.float64(43.54351639210864), np.float64(38.046328276161375), np.float64(32.838465850527115), np.float64(6.582159454621074), np.float64(10.415724851268513), np.float64(18.010524221985136), np.float64(25.026672212075734), np.float64(49.619355888681945), np.float64(66.76190303972804)] | Type: Normal Sound Range
[2025-02-13_10-44-37-387] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-44-37-387.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(43.54351639210864), np.float64(4.629211045008228), np.float64(38.046328276161375), np.float64(9.981736315798992), np.float64(33.634111498887904), np.float64(21.193106815428294), np.float64(66.68957161714978), np.float64(85.42341006491746), np.float64(24.95434078949748)] | Type: Normal Sound Range
[2025-02-13_10-44-42-399] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-44-42-399.wav | Frequencies: [np.float64(0.506319958047775), np.float64(7.088479412668849), np.float64(43.54351639210864), np.float64(32.838465850527115), np.float64(38.046328276161375), np.float64(24.086363718558438), np.float64(68.13620006871486), np.float64(19.601815518706715), np.float64(85.85739860038697), np.float64(63.868646136597896)] | Type: Normal Sound Range
[2025-02-13_10-44-47-413] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-44-47-413.wav | Frequencies: [np.float64(0.650982803204282), np.float64(7.450136525560117), np.float64(43.54351639210864), np.float64(23.941700873401928), np.float64(33.05546011826188), np.float64(17.86586137682863), np.float64(38.11865969873963), np.float64(65.53226885589773), np.float64(87.52102131968681), np.float64(11.283701922207555)] | Type: Normal Sound Range
[2025-02-13_10-44-52-426] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-44-52-426.wav | Frequencies: [np.float64(0.2169942677347607), np.float64(6.943816567512342), np.float64(43.54351639210864), np.float64(87.52102131968681), np.float64(20.46979258964576), np.float64(25.17133505723224), np.float64(38.11865969873963), np.float64(34.06810003435743), np.float64(13.742970289868177), np.float64(29.366557566770947)] | Type: Normal Sound Range
[2025-02-13_10-44-57-440] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-44-57-440.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(6.726822299777582), np.float64(43.54351639210864), np.float64(11.283701922207555), np.float64(37.61233974069185), np.float64(32.5491401602141), np.float64(19.529484096128463), np.float64(15.84058154463753), np.float64(24.737346521762717), np.float64(50.12567584672972)] | Type: Normal Sound Range
[2025-02-13_10-45-02-452] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-45-02-452.wav | Frequencies: [np.float64(0.7233142257825356), np.float64(6.943816567512342), np.float64(43.54351639210864), np.float64(24.014032295980183), np.float64(37.250682627800586), np.float64(18.08285564456339), np.float64(33.34478580857489), np.float64(66.90656588488454), np.float64(53.886909820798905), np.float64(49.90868157899496)] | Type: Normal Sound Range
[2025-02-13_10-45-07-465] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-45-07-465.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(6.943816567512342), np.float64(43.54351639210864), np.float64(33.778774344044415), np.float64(18.589175602611167), np.float64(12.80266179635088), np.float64(22.712066689571618), np.float64(52.946601327281606), np.float64(38.40798538905264), np.float64(48.028064591960366)] | Type: Normal Sound Range
[2025-02-13_10-45-12-500] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-45-12-500.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(43.54351639210864), np.float64(4.990868157899496), np.float64(33.20012296341839), np.float64(37.61233974069185), np.float64(24.014032295980183), np.float64(47.883401746803855), np.float64(54.46556120142493), np.float64(8.679770709390427), np.float64(69.43816567512341)] | Type: Normal Sound Range
[2025-02-13_10-45-17-513] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-45-17-513.wav | Frequencies: [np.float64(0.2169942677347607), np.float64(43.54351639210864), np.float64(4.339885354695213), np.float64(38.11865969873963), np.float64(33.12779154084013), np.float64(24.014032295980183), np.float64(7.956456483607892), np.float64(69.29350282996691), np.float64(86.65304424874776), np.float64(56.70783530135079)] | Type: Normal Sound Range
[2025-02-13_10-45-22-527] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-45-22-527.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(43.54351639210864), np.float64(6.075839496573299), np.float64(24.014032295980183), np.float64(38.11865969873963), np.float64(33.56178007630965), np.float64(86.87003851648252), np.float64(52.51261279181209), np.float64(18.2275184897199), np.float64(67.34055442035407)] | Type: Normal Sound Range
[2025-02-13_10-45-27-539] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-45-27-539.wav | Frequencies: [np.float64(1.01263991609555), np.float64(43.54351639210864), np.float64(6.799153722355835), np.float64(37.82933400842661), np.float64(21.3377696605848), np.float64(33.778774344044415), np.float64(48.7513788177429), np.float64(17.50420426393736), np.float64(70.45080559121897), np.float64(58.009800907759356)] | Type: Normal Sound Range
[2025-02-13_10-45-32-552] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-45-32-552.wav | Frequencies: [np.float64(0.7233142257825356), np.float64(43.54351639210864), np.float64(7.088479412668849), np.float64(24.014032295980183), np.float64(38.19099112131788), np.float64(33.12779154084013), np.float64(48.96837308547766), np.float64(65.82159454621075), np.float64(10.849713386738035), np.float64(19.167826983237195)] | Type: Normal Sound Range
[2025-02-13_10-45-37-565] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-45-37-565.wav | Frequencies: [np.float64(0.8679770709390427), np.float64(43.54351639210864), np.float64(7.088479412668849), np.float64(18.87850129292418), np.float64(32.4044773150576), np.float64(24.59268367660621), np.float64(50.776658649934), np.float64(28.78790618614492), np.float64(38.11865969873963), np.float64(66.40024592683677)] | Type: Normal Sound Range
[2025-02-13_10-45-42-579] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-45-42-579.wav | Frequencies: [np.float64(0.2169942677347607), np.float64(43.54351639210864), np.float64(6.726822299777582), np.float64(33.05546011826188), np.float64(25.677655015280013), np.float64(37.75700258584836), np.float64(17.86586137682863), np.float64(52.8019384821251), np.float64(68.13620006871486), np.float64(86.79770709390428)] | Type: Normal Sound Range
[2025-02-13_10-45-47-592] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-45-47-592.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(6.799153722355835), np.float64(43.54351639210864), np.float64(11.573027612520569), np.float64(23.941700873401928), np.float64(32.983128695683625), np.float64(17.07021572846784), np.float64(47.59407605649084), np.float64(54.10390408853367), np.float64(66.18325165910201)] | Type: Normal Sound Range
[2025-02-13_10-45-52-605] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-45-52-605.wav | Frequencies: [np.float64(5.931176651416792), np.float64(0.3616571128912678), np.float64(43.54351639210864), np.float64(9.54774778032947), np.float64(24.014032295980183), np.float64(33.92343718920092), np.float64(17.07021572846784), np.float64(38.841973924522165), np.float64(51.93396141118606), np.float64(65.02594889784996)] | Type: Normal Sound Range
[2025-02-13_10-45-57-618] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-45-57-618.wav | Frequencies: [np.float64(0.28932569031301425), np.float64(5.641850961103778), np.float64(43.54351639210864), np.float64(21.410101083163056), np.float64(33.20012296341839), np.float64(10.198730583533752), np.float64(37.82933400842661), np.float64(67.34055442035407), np.float64(53.886909820798905), np.float64(14.683278783385473)] | Type: Normal Sound Range
[2025-02-13_10-46-02-652] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-46-02-652.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(43.54351639210864), np.float64(5.7865138062602846), np.float64(21.3377696605848), np.float64(33.05546011826188), np.float64(9.837073470642485), np.float64(48.96837308547766), np.float64(38.11865969873963), np.float64(54.03157266595541), np.float64(64.08564040433265)] | Type: Normal Sound Range
[2025-02-13_10-46-07-665] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-46-07-665.wav | Frequencies: [np.float64(0.7233142257825356), np.float64(5.207862425634256), np.float64(43.54351639210864), np.float64(10.632719119003273), np.float64(38.11865969873963), np.float64(33.851105766622666), np.float64(16.057575812372292), np.float64(67.48521726551057), np.float64(48.89604166289941), np.float64(23.652375183088914)] | Type: Normal Sound Range
[2025-02-13_10-46-12-679] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-46-12-679.wav | Frequencies: [np.float64(0.7956456483607892), np.float64(45.85812191461276), np.float64(7.377805102981863), np.float64(21.3377696605848), np.float64(33.99576861177918), np.float64(37.61233974069185), np.float64(67.77454295582359), np.float64(52.729607059546844), np.float64(73.1993996491926), np.float64(42.24155078570008)] | Type: Normal Sound Range
[2025-02-13_10-46-17-692] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-46-17-692.wav | Frequencies: [np.float64(0.14466284515650712), np.float64(4.556879622429975), np.float64(43.54351639210864), np.float64(33.34478580857489), np.float64(21.3377696605848), np.float64(38.11865969873963), np.float64(53.95924124337716), np.float64(66.8342344623063), np.float64(48.96837308547766), np.float64(8.607439286812173)] | Type: Normal Sound Range
[2025-02-13_10-46-22-705] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-46-22-705.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(5.7865138062602846), np.float64(45.93045333719101), np.float64(24.014032295980183), np.float64(9.837073470642485), np.float64(38.33565396647439), np.float64(33.70644292146616), np.float64(284.8411421131625), np.float64(20.32512974448925), np.float64(59.8180864722157)] | Type: Normal Sound Range
[2025-02-13_10-46-27-718] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-46-27-718.wav | Frequencies: [np.float64(0.2169942677347607), np.float64(4.629211045008228), np.float64(45.85812191461276), np.float64(21.3377696605848), np.float64(17.64886710909387), np.float64(58.66078371096364), np.float64(34.06810003435743), np.float64(10.054067738377245), np.float64(25.60532359270176), np.float64(49.98101300157321)] | Type: Normal Sound Range
[2025-02-13_10-46-32-731] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-46-32-731.wav | Frequencies: [np.float64(0.650982803204282), np.float64(45.85812191461276), np.float64(24.014032295980183), np.float64(4.701542467586481), np.float64(10.054067738377245), np.float64(32.5491401602141), np.float64(17.86586137682863), np.float64(50.270338691886224), np.float64(55.91218965299), np.float64(65.89392596878899)] | Type: Normal Sound Range
[2025-02-13_10-46-37-744] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-46-37-744.wav | Frequencies: [np.float64(0.650982803204282), np.float64(45.93045333719101), np.float64(4.26755393211696), np.float64(24.014032295980183), np.float64(10.198730583533752), np.float64(49.90868157899496), np.float64(60.541400697998235), np.float64(18.29984991229815), np.float64(56.346178188459525), np.float64(32.187483047322836)] | Type: Normal Sound Range
[2025-02-13_10-46-42-758] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-46-42-758.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(21.410101083163056), np.float64(4.195222509538707), np.float64(7.956456483607892), np.float64(56.273846765881274), np.float64(44.19449919531293), np.float64(27.99226053778413), np.float64(32.983128695683625), np.float64(37.6846711632701), np.float64(50.415001537042734)] | Type: Normal Sound Range
[2025-02-13_10-46-47-771] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-46-47-771.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(4.195222509538707), np.float64(18.589175602611167), np.float64(9.837073470642485), np.float64(55.7675268078335), np.float64(37.106019782644076), np.float64(44.12216777273467), np.float64(32.69380300537061), np.float64(49.691687311260196), np.float64(24.809677944340972)] | Type: Normal Sound Range
[2025-02-13_10-46-52-805] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-46-52-805.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(21.410101083163056), np.float64(4.195222509538707), np.float64(44.411493463047684), np.float64(58.44378944322888), np.float64(39.05896819225693), np.float64(50.776658649934), np.float64(32.91079727310537), np.float64(9.692410625485977), np.float64(16.563895770420064)] | Type: Normal Sound Range
